MiniDOT Logger Concatenated Data File
Sensor:             7450-539875
Concatenation Date: 2026Mar16 14:22:04 CDT

DO concentration compensated for salinity: 0.0 (ppt)
Saturation computed at elevation: 186.0 (meter)

            Unix Timestamp,               UTC_Date_&_Time,         Central Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none)
                1770245460,           2026-02-04 22:51:00,           2026-02-04 16:51:00,      3.530000,      7.249000,         12.204000,                   103.445354,      0.968000
                1770246060,           2026-02-04 23:01:00,           2026-02-04 17:01:00,      3.530000,      6.536000,         12.532000,                   104.352009,      0.968000
                1770246660,           2026-02-04 23:11:00,           2026-02-04 17:11:00,      3.530000,      6.361000,         12.628000,                   104.689385,      0.968000
                1770247260,           2026-02-04 23:21:00,           2026-02-04 17:21:00,      3.520000,      6.283000,         12.663000,                   104.773231,      0.968000
                1770247860,           2026-02-04 23:31:00,           2026-02-04 17:31:00,      3.520000,      6.254000,         12.654000,                   104.622142,      0.967000
                1770248460,           2026-02-04 23:41:00,           2026-02-04 17:41:00,      3.520000,      6.244000,         12.640000,                   104.480002,      0.967000
                1770249060,           2026-02-04 23:51:00,           2026-02-04 17:51:00,      3.520000,      6.244000,         12.630000,                   104.397344,      0.968000
                1770249660,           2026-02-05 00:01:00,           2026-02-04 18:01:00,      3.520000,      6.235000,         12.623000,                   104.315766,      0.968000
                1770250260,           2026-02-05 00:11:00,           2026-02-04 18:11:00,      3.520000,      6.225000,         12.587000,                   103.991989,      0.967000
                1770250860,           2026-02-05 00:21:00,           2026-02-04 18:21:00,      3.520000,      6.215000,         12.570000,                   103.825300,      0.967000
                1770251460,           2026-02-05 00:31:00,           2026-02-04 18:31:00,      3.520000,      6.205000,         12.541000,                   103.559591,      0.967000
                1770252060,           2026-02-05 00:41:00,           2026-02-04 18:41:00,      3.520000,      6.225000,         12.509000,                   103.347564,      0.967000
                1770252660,           2026-02-05 00:51:00,           2026-02-04 18:51:00,      3.520000,      6.215000,         12.496000,                   103.214077,      0.966000
                1770253260,           2026-02-05 01:01:00,           2026-02-04 19:01:00,      3.520000,      6.195000,         12.496000,                   103.161916,      0.967000
                1770253860,           2026-02-05 01:11:00,           2026-02-04 19:11:00,      3.520000,      6.205000,         12.469000,                   102.965038,      0.967000
                1770254460,           2026-02-05 01:21:00,           2026-02-04 19:21:00,      3.520000,      6.225000,         12.439000,                   102.769234,      0.967000
                1770255060,           2026-02-05 01:31:00,           2026-02-04 19:31:00,      3.520000,      6.195000,         12.436000,                   102.666580,      0.967000
                1770255660,           2026-02-05 01:41:00,           2026-02-04 19:41:00,      3.520000,      6.195000,         12.424000,                   102.567513,      0.967000
                1770256260,           2026-02-05 01:51:00,           2026-02-04 19:51:00,      3.520000,      6.186000,         12.410000,                   102.428626,      0.966000
                1770256860,           2026-02-05 02:01:00,           2026-02-04 20:01:00,      3.520000,      6.205000,         12.389000,                   102.304423,      0.967000
                1770257460,           2026-02-05 02:11:00,           2026-02-04 20:11:00,      3.520000,      6.186000,         12.376000,                   102.148000,      0.966000
                1770258060,           2026-02-05 02:21:00,           2026-02-04 20:21:00,      3.520000,      6.186000,         12.361000,                   102.024194,      0.966000
                1770258660,           2026-02-05 02:31:00,           2026-02-04 20:31:00,      3.520000,      6.195000,         12.344000,                   101.907065,      0.966000
                1770259260,           2026-02-05 02:41:00,           2026-02-04 20:41:00,      3.520000,      6.195000,         12.327000,                   101.766720,      0.966000
                1770259860,           2026-02-05 02:51:00,           2026-02-04 20:51:00,      3.520000,      6.186000,         12.307000,                   101.578493,      0.966000
                1770260460,           2026-02-05 03:01:00,           2026-02-04 21:01:00,      3.520000,      6.186000,         12.307000,                   101.578493,      0.966000
                1770261060,           2026-02-05 03:11:00,           2026-02-04 21:11:00,      3.520000,      6.147000,         12.294000,                   101.371151,      0.966000
                1770261660,           2026-02-05 03:21:00,           2026-02-04 21:21:00,      3.520000,      6.156000,         12.264000,                   101.146812,      0.965000
                1770262260,           2026-02-05 03:31:00,           2026-02-04 21:31:00,      3.520000,      6.137000,         12.249000,                   100.974546,      0.965000
                1770262860,           2026-02-05 03:41:00,           2026-02-04 21:41:00,      3.520000,      6.117000,         12.249000,                   100.923444,      0.966000
                1770263460,           2026-02-05 03:51:00,           2026-02-04 21:51:00,      3.520000,      6.108000,         12.231000,                   100.752176,      0.966000
                1770264060,           2026-02-05 04:01:00,           2026-02-04 22:01:00,      3.520000,      6.098000,         12.210000,                   100.553724,      0.965000
                1770264660,           2026-02-05 04:11:00,           2026-02-04 22:11:00,      3.520000,      6.059000,         12.212000,                   100.470879,      0.966000
                1770265260,           2026-02-05 04:21:00,           2026-02-04 22:21:00,      3.520000,      6.059000,         12.175000,                   100.166472,      0.965000
                1770265860,           2026-02-05 04:31:00,           2026-02-04 22:31:00,      3.520000,      6.029000,         12.172000,                   100.065662,      0.965000
                1770266460,           2026-02-05 04:41:00,           2026-02-04 22:41:00,      3.520000,      6.039000,         12.142000,                    99.844344,      0.965000
                1770267060,           2026-02-05 04:51:00,           2026-02-04 22:51:00,      3.520000,      6.000000,         12.144000,                    99.762068,      0.965000
                1770267660,           2026-02-05 05:01:00,           2026-02-04 23:01:00,      3.520000,      6.000000,         12.110000,                    99.482761,      0.965000
                1770268260,           2026-02-05 05:11:00,           2026-02-04 23:11:00,      3.520000,      5.980000,         12.095000,                    99.309125,      0.965000
                1770268860,           2026-02-05 05:21:00,           2026-02-04 23:21:00,      3.520000,      5.951000,         12.087000,                    99.170402,      0.965000
                1770269460,           2026-02-05 05:31:00,           2026-02-04 23:31:00,      3.520000,      5.951000,         12.061000,                    98.957079,      0.965000
                1770270060,           2026-02-05 05:41:00,           2026-02-04 23:41:00,      3.520000,      5.941000,         12.049000,                    98.833520,      0.965000
                1770270660,           2026-02-05 05:51:00,           2026-02-04 23:51:00,      3.520000,      5.902000,         12.046000,                    98.711054,      0.965000
                1770271260,           2026-02-05 06:01:00,           2026-02-05 00:01:00,      3.520000,      5.892000,         12.030000,                    98.554887,      0.965000
                1770271860,           2026-02-05 06:11:00,           2026-02-05 00:11:00,      3.520000,      5.853000,         12.018000,                    98.358980,      0.964000
                1770272460,           2026-02-05 06:21:00,           2026-02-05 00:21:00,      3.520000,      5.863000,         11.987000,                    98.130225,      0.964000
                1770273060,           2026-02-05 06:31:00,           2026-02-05 00:31:00,      3.520000,      5.843000,         11.981000,                    98.031217,      0.964000
                1770273660,           2026-02-05 06:41:00,           2026-02-05 00:41:00,      3.520000,      5.843000,         11.959000,                    97.851208,      0.964000
                1770274260,           2026-02-05 06:51:00,           2026-02-05 00:51:00,      3.520000,      5.813000,         11.961000,                    97.792877,      0.964000
                1770274860,           2026-02-05 07:01:00,           2026-02-05 01:01:00,      3.520000,      5.754000,         11.961000,                    97.646022,      0.964000
                1770275460,           2026-02-05 07:11:00,           2026-02-05 01:11:00,      3.520000,      5.764000,         11.930000,                    97.417769,      0.964000
                1770276060,           2026-02-05 07:21:00,           2026-02-05 01:21:00,      3.520000,      5.735000,         11.926000,                    97.313151,      0.964000
                1770276660,           2026-02-05 07:31:00,           2026-02-05 01:31:00,      3.520000,      5.735000,         11.900000,                    97.100998,      0.964000
                1770277260,           2026-02-05 07:41:00,           2026-02-05 01:41:00,      3.520000,      5.705000,         11.901000,                    97.034893,      0.964000
                1770277860,           2026-02-05 07:51:00,           2026-02-05 01:51:00,      3.520000,      5.656000,         11.909000,                    96.978775,      0.964000
                1770278460,           2026-02-05 08:01:00,           2026-02-05 02:01:00,      3.520000,      5.626000,         11.904000,                    96.863817,      0.964000
                1770279060,           2026-02-05 08:11:00,           2026-02-05 02:11:00,      3.520000,      5.626000,         11.885000,                    96.709212,      0.964000
                1770279660,           2026-02-05 08:21:00,           2026-02-05 02:21:00,      3.520000,      5.597000,         11.884000,                    96.629444,      0.964000
                1770280260,           2026-02-05 08:31:00,           2026-02-05 02:31:00,      3.520000,      5.577000,         11.865000,                    96.425640,      0.964000
                1770280860,           2026-02-05 08:41:00,           2026-02-05 02:41:00,      3.520000,      5.547000,         11.866000,                    96.359804,      0.964000
                1770281460,           2026-02-05 08:51:00,           2026-02-05 02:51:00,      3.520000,      5.518000,         11.857000,                    96.215290,      0.964000
                1770282060,           2026-02-05 09:01:00,           2026-02-05 03:01:00,      3.520000,      5.458000,         11.862000,                    96.108065,      0.963000
                1770282660,           2026-02-05 09:11:00,           2026-02-05 03:11:00,      3.520000,      5.458000,         11.834000,                    95.881204,      0.963000
                1770283260,           2026-02-05 09:21:00,           2026-02-05 03:21:00,      3.520000,      5.428000,         11.832000,                    95.791311,      0.963000
                1770283860,           2026-02-05 09:31:00,           2026-02-05 03:31:00,      3.520000,      5.409000,         11.809000,                    95.558534,      0.963000
                1770284460,           2026-02-05 09:41:00,           2026-02-05 03:41:00,      3.520000,      5.389000,         11.808000,                    95.501431,      0.963000
                1770285060,           2026-02-05 09:51:00,           2026-02-05 03:51:00,      3.520000,      5.339000,         11.810000,                    95.395091,      0.963000
                1770285660,           2026-02-05 10:01:00,           2026-02-05 04:01:00,      3.520000,      5.319000,         11.795000,                    95.224997,      0.963000
                1770286260,           2026-02-05 10:11:00,           2026-02-05 04:11:00,      3.510000,      5.309000,         11.778000,                    95.063322,      0.963000
                1770286860,           2026-02-05 10:21:00,           2026-02-05 04:21:00,      3.510000,      5.260000,         11.778000,                    94.943650,      0.963000
                1770287460,           2026-02-05 10:31:00,           2026-02-05 04:31:00,      3.510000,      5.220000,         11.771000,                    94.789621,      0.963000
                1770288060,           2026-02-05 10:41:00,           2026-02-05 04:41:00,      3.510000,      5.210000,         11.759000,                    94.668616,      0.963000
                1770288660,           2026-02-05 10:51:00,           2026-02-05 04:51:00,      3.510000,      5.170000,         11.756000,                    94.547022,      0.963000
                1770289260,           2026-02-05 11:01:00,           2026-02-05 05:01:00,      3.510000,      5.140000,         11.745000,                    94.385560,      0.963000
                1770289860,           2026-02-05 11:11:00,           2026-02-05 05:11:00,      3.510000,      5.121000,         11.749000,                    94.371468,      0.963000
                1770290460,           2026-02-05 11:21:00,           2026-02-05 05:21:00,      3.510000,      5.091000,         11.744000,                    94.258344,      0.963000
                1770291060,           2026-02-05 11:31:00,           2026-02-05 05:31:00,      3.510000,      5.051000,         11.736000,                    94.096944,      0.963000
                1770291660,           2026-02-05 11:41:00,           2026-02-05 05:41:00,      3.510000,      5.021000,         11.734000,                    94.008045,      0.963000
                1770292260,           2026-02-05 11:51:00,           2026-02-05 05:51:00,      3.510000,      5.001000,         11.713000,                    93.791322,      0.963000
                1770292860,           2026-02-05 12:01:00,           2026-02-05 06:01:00,      3.510000,      4.971000,         11.713000,                    93.718617,      0.963000
                1770293460,           2026-02-05 12:11:00,           2026-02-05 06:11:00,      3.510000,      4.951000,         11.698000,                    93.550198,      0.962000
                1770294060,           2026-02-05 12:21:00,           2026-02-05 06:21:00,      3.510000,      4.891000,         11.709000,                    93.492874,      0.962000
                1770294660,           2026-02-05 12:31:00,           2026-02-05 06:31:00,      3.510000,      4.901000,         11.692000,                    93.381310,      0.963000
                1770295260,           2026-02-05 12:41:00,           2026-02-05 06:41:00,      3.510000,      4.831000,         11.695000,                    93.236034,      0.962000
                1770295860,           2026-02-05 12:51:00,           2026-02-05 06:51:00,      3.510000,      4.801000,         11.691000,                    93.131667,      0.962000
                1770296460,           2026-02-05 13:01:00,           2026-02-05 07:01:00,      3.510000,      4.761000,         11.696000,                    93.074844,      0.962000
                1770297060,           2026-02-05 13:11:00,           2026-02-05 07:11:00,      3.510000,      4.740000,         11.667000,                    92.793460,      0.962000
                1770297660,           2026-02-05 13:21:00,           2026-02-05 07:21:00,      3.510000,      4.690000,         11.689000,                    92.847752,      0.962000
                1770298260,           2026-02-05 13:31:00,           2026-02-05 07:31:00,      3.510000,      4.680000,         11.685000,                    92.791855,      0.962000
                1770298860,           2026-02-05 13:41:00,           2026-02-05 07:41:00,      3.510000,      4.640000,         11.681000,                    92.663648,      0.961000
                1770299460,           2026-02-05 13:51:00,           2026-02-05 07:51:00,      3.510000,      4.630000,         11.706000,                    92.837812,      0.962000
                1770300060,           2026-02-05 14:01:00,           2026-02-05 08:01:00,      3.510000,      4.600000,         11.728000,                    92.939690,      0.962000
                1770300660,           2026-02-05 14:11:00,           2026-02-05 08:11:00,      3.510000,      4.590000,         11.725000,                    92.891727,      0.962000
                1770301260,           2026-02-05 14:21:00,           2026-02-05 08:21:00,      3.510000,      4.600000,         11.760000,                    93.193277,      0.963000
                1770301860,           2026-02-05 14:31:00,           2026-02-05 08:31:00,      3.510000,      4.580000,         11.781000,                    93.311085,      0.962000
                1770302460,           2026-02-05 14:41:00,           2026-02-05 08:41:00,      3.510000,      4.610000,         11.793000,                    93.479121,      0.962000
                1770303060,           2026-02-05 14:51:00,           2026-02-05 08:51:00,      3.510000,      4.600000,         11.828000,                    93.732150,      0.962000
                1770303660,           2026-02-05 15:01:00,           2026-02-05 09:01:00,      3.510000,      4.640000,         11.840000,                    93.924972,      0.962000
                1770304260,           2026-02-05 15:11:00,           2026-02-05 09:11:00,      3.510000,      4.660000,         11.873000,                    94.235766,      0.962000
                1770304860,           2026-02-05 15:21:00,           2026-02-05 09:21:00,      3.510000,      4.710000,         11.874000,                    94.366272,      0.962000
                1770305460,           2026-02-05 15:31:00,           2026-02-05 09:31:00,      3.510000,      4.710000,         11.918000,                    94.715953,      0.962000
                1770306060,           2026-02-05 15:41:00,           2026-02-05 09:41:00,      3.500000,      4.781000,         11.912000,                    94.842952,      0.962000
                1770306660,           2026-02-05 15:51:00,           2026-02-05 09:51:00,      3.500000,      4.801000,         11.924000,                    94.987768,      0.962000
                1770307260,           2026-02-05 16:01:00,           2026-02-05 10:01:00,      3.500000,      4.841000,         11.963000,                    95.397336,      0.962000
                1770307860,           2026-02-05 16:11:00,           2026-02-05 10:11:00,      3.500000,      4.891000,         11.975000,                    95.616805,      0.962000
                1770308460,           2026-02-05 16:21:00,           2026-02-05 10:21:00,      3.500000,      4.941000,         11.985000,                    95.820578,      0.962000
                1770309060,           2026-02-05 16:31:00,           2026-02-05 10:31:00,      3.500000,      4.971000,         12.016000,                    96.142995,      0.962000
                1770309660,           2026-02-05 16:41:00,           2026-02-05 10:41:00,      3.500000,      5.021000,         12.028000,                    96.363454,      0.962000
                1770310260,           2026-02-05 16:51:00,           2026-02-05 10:51:00,      3.500000,      5.081000,         12.054000,                    96.721472,      0.962000
                1770310860,           2026-02-05 17:01:00,           2026-02-05 11:01:00,      3.500000,      5.170000,         12.056000,                    96.959756,      0.962000
                1770311460,           2026-02-05 17:11:00,           2026-02-05 11:11:00,      3.500000,      5.240000,         12.076000,                    97.295789,      0.963000
                1770312060,           2026-02-05 17:21:00,           2026-02-05 11:21:00,      3.500000,      5.290000,         12.092000,                    97.550053,      0.962000
                1770312660,           2026-02-05 17:31:00,           2026-02-05 11:31:00,      3.510000,      5.399000,         12.094000,                    97.839657,      0.963000
                1770313260,           2026-02-05 17:41:00,           2026-02-05 11:41:00,      3.510000,      5.438000,         12.126000,                    98.196692,      0.963000
                1770313860,           2026-02-05 17:51:00,           2026-02-05 11:51:00,      3.500000,      5.537000,         12.132000,                    98.494697,      0.963000
                1770314460,           2026-02-05 18:01:00,           2026-02-05 12:01:00,      3.500000,      5.616000,         12.131000,                    98.685718,      0.963000
                1770315060,           2026-02-05 18:11:00,           2026-02-05 12:11:00,      3.500000,      5.715000,         12.143000,                    99.033298,      0.963000
                1770315660,           2026-02-05 18:21:00,           2026-02-05 12:21:00,      3.500000,      5.744000,         12.166000,                    99.294269,      0.962000
                1770316260,           2026-02-05 18:31:00,           2026-02-05 12:31:00,      3.500000,      5.833000,         12.167000,                    99.527782,      0.962000
                1770316860,           2026-02-05 18:41:00,           2026-02-05 12:41:00,      3.500000,      5.872000,         12.205000,                    99.937729,      0.963000
                1770317460,           2026-02-05 18:51:00,           2026-02-05 12:51:00,      3.500000,      5.951000,         12.211000,                   100.187787,      0.963000
                1770318060,           2026-02-05 19:01:00,           2026-02-05 13:01:00,      3.500000,      6.039000,         12.204000,                   100.354174,      0.963000
                1770318660,           2026-02-05 19:11:00,           2026-02-05 13:11:00,      3.500000,      6.088000,         12.224000,                   100.643526,      0.963000
                1770319260,           2026-02-05 19:21:00,           2026-02-05 13:21:00,      3.500000,      6.147000,         12.249000,                   101.000100,      0.963000
                1770319860,           2026-02-05 19:31:00,           2026-02-05 13:31:00,      3.500000,      6.254000,         12.232000,                   101.133083,      0.963000
                1770320460,           2026-02-05 19:41:00,           2026-02-05 13:41:00,      3.500000,      6.313000,         12.251000,                   101.441114,      0.963000
                1770321060,           2026-02-05 19:51:00,           2026-02-05 13:51:00,      3.500000,      6.371000,         12.265000,                   101.705648,      0.963000
                1770321660,           2026-02-05 20:01:00,           2026-02-05 14:01:00,      3.490000,      6.449000,         12.262000,                   101.880670,      0.963000
                1770322260,           2026-02-05 20:11:00,           2026-02-05 14:11:00,      3.500000,      6.526000,         12.281000,                   102.236282,      0.964000
                1770322860,           2026-02-05 20:21:00,           2026-02-05 14:21:00,      3.500000,      6.604000,         12.290000,                   102.511772,      0.964000
                1770323460,           2026-02-05 20:31:00,           2026-02-05 14:31:00,      3.500000,      6.662000,         12.285000,                   102.619214,      0.963000
                1770324060,           2026-02-05 20:41:00,           2026-02-05 14:41:00,      3.500000,      6.701000,         12.299000,                   102.836595,      0.963000
                1770324660,           2026-02-05 20:51:00,           2026-02-05 14:51:00,      3.500000,      6.778000,         12.320000,                   103.210896,      0.964000
                1770325260,           2026-02-05 21:01:00,           2026-02-05 15:01:00,      3.500000,      6.836000,         12.308000,                   103.259967,      0.963000
                1770325860,           2026-02-05 21:11:00,           2026-02-05 15:11:00,      3.500000,      6.904000,         12.323000,                   103.561494,      0.964000
                1770326460,           2026-02-05 21:21:00,           2026-02-05 15:21:00,      3.500000,      6.952000,         12.342000,                   103.845418,      0.964000
                1770327060,           2026-02-05 21:31:00,           2026-02-05 15:31:00,      3.500000,      7.029000,         12.331000,                   103.952087,      0.963000
                1770327660,           2026-02-05 21:41:00,           2026-02-05 15:41:00,      3.500000,      7.096000,         12.343000,                   104.226849,      0.963000
                1770328260,           2026-02-05 21:51:00,           2026-02-05 15:51:00,      3.500000,      7.134000,         12.358000,                   104.452126,      0.964000
                1770328860,           2026-02-05 22:01:00,           2026-02-05 16:01:00,      3.500000,      7.182000,         12.335000,                   104.382093,      0.964000
                1770329460,           2026-02-05 22:11:00,           2026-02-05 16:11:00,      3.500000,      7.201000,         12.345000,                   104.515996,      0.963000
                1770330060,           2026-02-05 22:21:00,           2026-02-05 16:21:00,      3.490000,      7.249000,         12.346000,                   104.648995,      0.964000
                1770330660,           2026-02-05 22:31:00,           2026-02-05 16:31:00,      3.490000,      7.307000,         12.308000,                   104.476961,      0.963000
                1770331260,           2026-02-05 22:41:00,           2026-02-05 16:41:00,      3.490000,      7.355000,         12.320000,                   104.703180,      0.964000
                1770331860,           2026-02-05 22:51:00,           2026-02-05 16:51:00,      3.490000,      7.374000,         12.298000,                   104.565358,      0.964000
                1770332460,           2026-02-05 23:01:00,           2026-02-05 17:01:00,      3.490000,      7.364000,         12.307000,                   104.615995,      0.964000
                1770333060,           2026-02-05 23:11:00,           2026-02-05 17:11:00,      3.490000,      7.402000,         12.271000,                   104.408066,      0.963000
                1770333660,           2026-02-05 23:21:00,           2026-02-05 17:21:00,      3.490000,      7.402000,         12.260000,                   104.314473,      0.963000
                1770334260,           2026-02-05 23:31:00,           2026-02-05 17:31:00,      3.490000,      7.412000,         12.238000,                   104.153033,      0.963000
                1770334860,           2026-02-05 23:41:00,           2026-02-05 17:41:00,      3.490000,      7.402000,         12.224000,                   104.008166,      0.964000
                1770335460,           2026-02-05 23:51:00,           2026-02-05 17:51:00,      3.490000,      7.441000,         12.191000,                   103.827425,      0.963000
                1770336060,           2026-02-06 00:01:00,           2026-02-05 18:01:00,      3.490000,      7.441000,         12.167000,                   103.623024,      0.963000
                1770336660,           2026-02-06 00:11:00,           2026-02-05 18:11:00,      3.490000,      7.460000,         12.142000,                   103.458657,      0.964000
                1770337260,           2026-02-06 00:21:00,           2026-02-05 18:21:00,      3.490000,      7.441000,         12.120000,                   103.222738,      0.963000
                1770337860,           2026-02-06 00:31:00,           2026-02-05 18:31:00,      3.490000,      7.450000,         12.102000,                   103.092358,      0.964000
                1770338460,           2026-02-06 00:41:00,           2026-02-05 18:41:00,      3.490000,      7.460000,         12.068000,                   102.828123,      0.963000
                1770339060,           2026-02-06 00:51:00,           2026-02-05 18:51:00,      3.490000,      7.450000,         12.054000,                   102.683464,      0.963000
                1770339660,           2026-02-06 01:01:00,           2026-02-05 19:01:00,      3.490000,      7.479000,         12.012000,                   102.398999,      0.963000
                1770340260,           2026-02-06 01:11:00,           2026-02-05 19:11:00,      3.490000,      7.498000,         11.993000,                   102.284997,      0.963000
                1770340860,           2026-02-06 01:21:00,           2026-02-05 19:21:00,      3.490000,      7.507000,         11.958000,                   102.009148,      0.962000
                1770341460,           2026-02-06 01:31:00,           2026-02-05 19:31:00,      3.490000,      7.469000,         11.977000,                   102.075424,      0.963000
                1770342060,           2026-02-06 01:41:00,           2026-02-05 19:41:00,      3.490000,      7.479000,         11.936000,                   101.751120,      0.962000
                1770342660,           2026-02-06 01:51:00,           2026-02-05 19:51:00,      3.490000,      7.479000,         11.930000,                   101.699972,      0.962000
                1770343260,           2026-02-06 02:01:00,           2026-02-05 20:01:00,      3.490000,      7.507000,         11.902000,                   101.531433,      0.963000
                1770343860,           2026-02-06 02:11:00,           2026-02-05 20:11:00,      3.490000,      7.469000,         11.902000,                   101.436228,      0.962000
                1770344460,           2026-02-06 02:21:00,           2026-02-05 20:21:00,      3.490000,      7.479000,         11.877000,                   101.248161,      0.963000
                1770345060,           2026-02-06 02:31:00,           2026-02-05 20:31:00,      3.490000,      7.498000,         11.856000,                   101.116561,      0.963000
                1770345660,           2026-02-06 02:41:00,           2026-02-05 20:41:00,      3.490000,      7.479000,         11.839000,                   100.924222,      0.962000
                1770346260,           2026-02-06 02:51:00,           2026-02-05 20:51:00,      3.490000,      7.488000,         11.840000,                   100.955177,      0.962000
                1770346860,           2026-02-06 03:01:00,           2026-02-05 21:01:00,      3.490000,      7.479000,         11.815000,                   100.719629,      0.962000
                1770347460,           2026-02-06 03:11:00,           2026-02-05 21:11:00,      3.490000,      7.517000,         11.787000,                   100.575228,      0.962000
                1770348060,           2026-02-06 03:21:00,           2026-02-05 21:21:00,      3.490000,      7.498000,         11.762000,                   100.314861,      0.962000
                1770348660,           2026-02-06 03:31:00,           2026-02-05 21:31:00,      3.490000,      7.488000,         11.751000,                   100.196308,      0.962000
                1770349260,           2026-02-06 03:41:00,           2026-02-05 21:41:00,      3.490000,      7.488000,         11.744000,                   100.136622,      0.962000
                1770349860,           2026-02-06 03:51:00,           2026-02-05 21:51:00,      3.490000,      7.488000,         11.718000,                    99.914930,      0.962000
                1770350460,           2026-02-06 04:01:00,           2026-02-05 22:01:00,      3.490000,      7.498000,         11.682000,                    99.632563,      0.962000
                1770351060,           2026-02-06 04:11:00,           2026-02-05 22:11:00,      3.490000,      7.507000,         11.658000,                    99.449962,      0.961000
                1770351660,           2026-02-06 04:21:00,           2026-02-05 22:21:00,      3.490000,      7.479000,         11.656000,                    99.364197,      0.962000
                1770352260,           2026-02-06 04:31:00,           2026-02-05 22:31:00,      3.490000,      7.479000,         11.622000,                    99.074357,      0.961000
                1770352860,           2026-02-06 04:41:00,           2026-02-05 22:41:00,      3.480000,      7.469000,         11.603000,                    98.887964,      0.961000
                1770353460,           2026-02-06 04:51:00,           2026-02-05 22:51:00,      3.490000,      7.460000,         11.566000,                    98.550718,      0.961000
                1770354060,           2026-02-06 05:01:00,           2026-02-05 23:01:00,      3.490000,      7.469000,         11.560000,                    98.521492,      0.962000
                1770354660,           2026-02-06 05:11:00,           2026-02-05 23:11:00,      3.480000,      7.469000,         11.534000,                    98.299903,      0.962000
                1770355260,           2026-02-06 05:21:00,           2026-02-05 23:21:00,      3.490000,      7.469000,         11.503000,                    98.035702,      0.961000
                1770355860,           2026-02-06 05:31:00,           2026-02-05 23:31:00,      3.480000,      7.488000,         11.472000,                    97.817381,      0.961000
                1770356460,           2026-02-06 05:41:00,           2026-02-05 23:41:00,      3.490000,      7.441000,         11.469000,                    97.678348,      0.962000
                1770357060,           2026-02-06 05:51:00,           2026-02-05 23:51:00,      3.480000,      7.431000,         11.438000,                    97.390260,      0.961000
                1770357660,           2026-02-06 06:01:00,           2026-02-06 00:01:00,      3.480000,      7.431000,         11.410000,                    97.151851,      0.961000
                1770358260,           2026-02-06 06:11:00,           2026-02-06 00:11:00,      3.480000,      7.422000,         11.397000,                    97.019577,      0.961000
                1770358860,           2026-02-06 06:21:00,           2026-02-06 00:21:00,      3.480000,      7.412000,         11.384000,                    96.884959,      0.961000
                1770359460,           2026-02-06 06:31:00,           2026-02-06 00:31:00,      3.480000,      7.383000,         11.354000,                    96.560369,      0.961000
                1770360060,           2026-02-06 06:41:00,           2026-02-06 00:41:00,      3.480000,      7.412000,         11.314000,                    96.289215,      0.961000
                1770360660,           2026-02-06 06:51:00,           2026-02-06 00:51:00,      3.480000,      7.393000,         11.302000,                    96.141910,      0.961000
                1770361260,           2026-02-06 07:01:00,           2026-02-06 01:01:00,      3.480000,      7.364000,         11.281000,                    95.894453,      0.960000
                1770361860,           2026-02-06 07:11:00,           2026-02-06 01:11:00,      3.480000,      7.374000,         11.262000,                    95.756632,      0.961000
                1770362460,           2026-02-06 07:21:00,           2026-02-06 01:21:00,      3.480000,      7.326000,         11.255000,                    95.583492,      0.961000
                1770363060,           2026-02-06 07:31:00,           2026-02-06 01:31:00,      3.480000,      7.326000,         11.243000,                    95.481582,      0.961000
                1770363660,           2026-02-06 07:41:00,           2026-02-06 01:41:00,      3.480000,      7.297000,         11.236000,                    95.353621,      0.961000
                1770364260,           2026-02-06 07:51:00,           2026-02-06 01:51:00,      3.480000,      7.297000,         11.207000,                    95.107515,      0.961000
                1770364860,           2026-02-06 08:01:00,           2026-02-06 02:01:00,      3.480000,      7.297000,         11.184000,                    94.912326,      0.960000
                1770365460,           2026-02-06 08:11:00,           2026-02-06 02:11:00,      3.480000,      7.259000,         11.193000,                    94.899292,      0.961000
                1770366060,           2026-02-06 08:21:00,           2026-02-06 02:21:00,      3.480000,      7.259000,         11.176000,                    94.755158,      0.961000
                1770366660,           2026-02-06 08:31:00,           2026-02-06 02:31:00,      3.480000,      7.240000,         11.167000,                    94.634258,      0.961000
                1770367260,           2026-02-06 08:41:00,           2026-02-06 02:41:00,      3.480000,      7.221000,         11.143000,                    94.386378,      0.960000
                1770367860,           2026-02-06 08:51:00,           2026-02-06 02:51:00,      3.480000,      7.221000,         11.128000,                    94.259321,      0.960000
                1770368460,           2026-02-06 09:01:00,           2026-02-06 03:01:00,      3.480000,      7.201000,         11.115000,                    94.102494,      0.960000
                1770369060,           2026-02-06 09:11:00,           2026-02-06 03:11:00,      3.480000,      7.192000,         11.105000,                    93.996833,      0.961000
                1770369660,           2026-02-06 09:21:00,           2026-02-06 03:21:00,      3.480000,      7.163000,         11.101000,                    93.895345,      0.960000
                1770370260,           2026-02-06 09:31:00,           2026-02-06 03:31:00,      3.480000,      7.163000,         11.088000,                    93.785387,      0.960000
                1770370860,           2026-02-06 09:41:00,           2026-02-06 03:41:00,      3.480000,      7.144000,         11.078000,                    93.656593,      0.960000
                1770371460,           2026-02-06 09:51:00,           2026-02-06 03:51:00,      3.480000,      7.125000,         11.074000,                    93.578587,      0.960000
